name,Brand_name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Audi A4 30 TFSI Technology,Audi,2018,3100000,22000,Petrol,Individual,Automatic,First Owner
Honda Amaze VX Diesel BSIV,Honda,2018,780000,25000,Diesel,Dealer,Manual,First Owner
Toyota Corolla Altis 1.8 VL AT,Toyota,2010,350000,80000,Petrol,Individual,Automatic,Third Owner
Honda Amaze VX Petrol BSIV,Honda,2018,690000,39000,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 VXI,Maruti,2016,245000,60000,Petrol,Individual,Manual,First Owner
Honda Amaze VX Diesel BSIV,Honda,2018,790000,49000,Diesel,Dealer,Manual,First Owner
Honda Amaze VX i-VTEC,Honda,2018,680000,48600,Petrol,Dealer,Manual,First Owner
Hyundai Grand i10 Asta Option,Hyundai,2017,540000,20000,Petrol,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2,Mahindra,2016,425000,25000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo Sports,Maruti,2008,140000,120000,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI Plus,Maruti,2019,1100000,30000,Diesel,Individual,Manual,First Owner
Renault Lodgy 85PS RxL,Renault,2015,715000,35000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI,Maruti,2013,370000,90000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi ABS,Hyundai,2007,175000,80000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class 230,Mercedes-Benz,1998,1000000,35000,Petrol,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,Maruti,2013,92800,25000,Petrol,Individual,Manual,Second Owner
Tata Xenon XT EX 4X2,Tata,2014,291000,90000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2013,92800,25000,Petrol,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,Renault,2016,350000,20000,Petrol,Individual,Manual,First Owner
Maruti Omni 5 Str STD,Maruti,1998,65000,60000,Petrol,Dealer,Manual,Third Owner
Maruti Swift Dzire VDI,Maruti,2015,650000,58000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX BS IV,Maruti,2014,350000,40000,Petrol,Dealer,Manual,First Owner
Maruti Wagon R LXI,Maruti,2005,75000,70000,Petrol,Individual,Manual,Second Owner
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Hyundai,2012,440000,70000,Diesel,Dealer,Manual,First Owner
Hyundai Santro Xing GLS,Hyundai,2013,270000,60000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 V Diesel 7-seater,Toyota,2014,1150000,135000,Diesel,Dealer,Manual,First Owner
Maruti Omni 8 Seater BSII,Maruti,2015,238000,70000,Petrol,Dealer,Manual,First Owner
Mercedes-Benz B Class B180 Sports,Mercedes-Benz,2013,1100000,40000,Petrol,Individual,Automatic,Second Owner
Mahindra XUV500 W10 2WD,Mahindra,2015,1200000,75000,Diesel,Dealer,Manual,Second Owner
Skoda Fabia 1.2L Diesel Ambiente,Skoda,2010,260000,150000,Diesel,Individual,Manual,First Owner
Toyota Etios VD,Toyota,2012,350000,140000,Diesel,Individual,Manual,Third Owner
Toyota Etios Liva VD,Toyota,2015,480000,70000,Diesel,Individual,Manual,First Owner
Toyota Etios Liva GD,Toyota,2012,345000,137250,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio M2DI,Mahindra,2013,500000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Asta Option,Hyundai,2017,595000,27000,Petrol,Dealer,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,Hyundai,2019,1295000,9000,Diesel,Dealer,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline BSIV,Volkswagen,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car
Renault KWID Climber 1.0 MT Opt BSIV,Renault,2020,541000,1000,Petrol,Dealer,Manual,Test Drive Car
Hyundai Santro Asta,Hyundai,2018,515000,16000,Petrol,Dealer,Manual,First Owner
Ford Figo Aspire Titanium Plus Diesel,Ford,2019,894999,13000,Diesel,Dealer,Manual,Test Drive Car
Renault Pulse RxZ Optional,Renault,2012,325000,47000,Diesel,Dealer,Manual,First Owner
Maruti Ciaz 1.4 Alpha,Maruti,2018,925000,22000,Petrol,Individual,Manual,First Owner
Nissan Terrano XL P,Nissan,2017,844999,30000,Petrol,Individual,Manual,First Owner
Maruti Ciaz 1.4 Alpha,Maruti,2018,925000,20000,Petrol,Individual,Manual,First Owner
Tata Manza Club Class Quadrajet90 LX,Tata,2013,300000,60000,Diesel,Individual,Manual,First Owner
Toyota Camry M/t,Toyota,2008,650000,75000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 LXI,Maruti,2010,175000,64000,Petrol,Dealer,Manual,First Owner
Maruti SX4 S Cross DDiS 320 Delta,Maruti,2015,325000,80000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxZ,Renault,2017,600000,90000,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI Plus,Maruti,2018,700000,30000,Petrol,Individual,Manual,First Owner
Toyota Corolla H3,Toyota,2003,95000,120000,Petrol,Individual,Automatic,Second Owner
Maruti Celerio ZXI,Maruti,2019,490000,20000,Petrol,Dealer,Manual,First Owner
Tata Safari DICOR 2.2 EX 4x2,Tata,2013,380000,100000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,Hyundai,2018,550000,31000,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2013,225000,47000,Petrol,Dealer,Manual,First Owner
Tata Nexon 1.2 Revotron XM,Tata,2018,570000,11200,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2018,305000,35000,Petrol,Dealer,Manual,First Owner
Maruti Wagon R Duo Lxi,Maruti,2010,240000,50000,LPG,Dealer,Manual,First Owner
Maruti Ertiga SHVS VDI,Maruti,2015,700000,55000,Diesel,Dealer,Manual,First Owner
Maruti Omni E MPI STD BS IV,Maruti,2018,288000,20000,Petrol,Dealer,Manual,First Owner
Mahindra Bolero B4,Mahindra,2017,800000,75000,Diesel,Dealer,Manual,First Owner
Maruti Celerio VXI,Maruti,2017,430000,93000,Petrol,Dealer,Manual,First Owner
Chevrolet Beat Diesel LT Option,Chevrolet,2009,195000,57000,Diesel,Dealer,Manual,Second Owner
Maruti Eeco Smiles 5 Seater AC,Maruti,2014,325000,30000,Petrol,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxE,Renault,2013,450000,73000,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2016,630000,65000,Diesel,Dealer,Manual,First Owner
Maruti Swift 1.3 VXi,Maruti,2009,250000,62000,Petrol,Dealer,Manual,Second Owner
Hyundai Santro GLS I - Euro II,Hyundai,2007,135000,85000,Petrol,Dealer,Manual,First Owner
Chevrolet Spark 1.0 PS,Chevrolet,2010,110000,73000,Petrol,Individual,Manual,First Owner
Maruti Swift ZDi,Maruti,2012,350000,55000,Diesel,Dealer,Manual,First Owner
Maruti Omni E MPI STD BS IV,Maruti,2016,240000,5800,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 V Diesel 8-seater,Toyota,2009,350000,350000,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI Plus,Maruti,2018,600000,30000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2018,750000,20000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,Hyundai,2018,270000,20000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,Maruti,2007,90000,100000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R Stingray VXI,Maruti,2013,350000,65000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,Ford,2013,285000,90000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 E Diesel MS 7-seater,Toyota,2011,665000,267000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio 2.6 CRDe,Mahindra,2005,175000,250000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D2,Mahindra,2011,350000,140000,Diesel,Individual,Manual,Second Owner
Honda City i-VTEC CVT ZX,Honda,2018,1225000,22000,Petrol,Dealer,Automatic,First Owner
Honda Jazz Select Edition Active,Honda,2010,285000,60000,Petrol,Dealer,Manual,Second Owner
Honda City i-VTEC VX,Honda,2018,1000000,28635,Petrol,Dealer,Manual,First Owner
Honda Amaze VX Diesel BSIV,Honda,2018,780000,32114,Diesel,Dealer,Manual,First Owner
Maruti Celerio VXI,Maruti,2014,300000,82000,Petrol,Dealer,Manual,Second Owner
Maruti Swift VXI BSIII,Maruti,2006,160000,95149,Petrol,Dealer,Manual,Second Owner
Honda Amaze VX i-VTEC,Honda,2018,625000,68458,Petrol,Dealer,Manual,First Owner
Maruti Ritz VXi,Maruti,2010,265000,42000,Petrol,Individual,Manual,First Owner
Honda City i DTEC V,Honda,2014,515000,90000,Diesel,Individual,Manual,Second Owner
Hyundai EON D Lite,Hyundai,2016,210000,30000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,Maruti,2009,140000,80000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,2015,940000,128000,Diesel,Individual,Manual,First Owner
Nissan Terrano XV Premium 110 PS,Nissan,2013,750000,80000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2016,610000,100000,Diesel,Individual,Manual,First Owner
Nissan Sunny XV D Premium Leather,Nissan,2015,450000,50000,Diesel,Individual,Manual,First Owner
Toyota Etios Liva GD,Toyota,2012,409999,56000,Diesel,Individual,Manual,First Owner
Hyundai EON 1.0 Era Plus,Hyundai,2018,100000,21302,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.4 SX,Hyundai,2016,650000,100000,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T8,Mahindra,2017,650000,80000,Diesel,Individual,Manual,First Owner
Hyundai Getz 1.3 GLS,Hyundai,2010,150000,105546,Petrol,Individual,Manual,First Owner
Toyota Etios Liva 1.2 V,Toyota,2018,500000,10000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 GX 7 STR BSIV,Toyota,2012,1000000,80000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Magna Optional 1.2,Hyundai,2013,340000,35000,Petrol,Individual,Manual,First Owner
Hyundai Elite i20 Asta Option BSIV,Hyundai,2019,800000,11240,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2013,1010000,120000,Diesel,Individual,Manual,First Owner
Toyota Etios GD,Toyota,2011,350000,120000,Diesel,Individual,Manual,Third Owner
Maruti Swift VDI BSIV,Maruti,2016,595000,70000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD BSIV,Mahindra,2014,700000,130000,Diesel,Individual,Manual,Third Owner
Renault KWID RXL,Renault,2019,265000,40000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2015,320000,60000,Petrol,Individual,Manual,Second Owner
Honda City 1.5 S MT,Honda,2011,310000,110000,Petrol,Individual,Manual,First Owner
Honda City i DTEC VX,Honda,2014,700000,130000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi BSIII,Maruti,2009,130000,80000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,Maruti,2009,150000,120000,Diesel,Individual,Manual,Second Owner
Honda Amaze E i-Dtech,Honda,2015,300000,104000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire LXi,Maruti,2011,150000,100000,Petrol,Individual,Manual,Second Owner
Honda City 1.3 EXI,Honda,2003,120000,132343,Petrol,Individual,Manual,Second Owner
Hyundai Creta 1.4 CRDi S Plus,Hyundai,2016,950000,90000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,Maruti,2007,100000,60000,Petrol,Individual,Manual,Second Owner
Honda Jazz 1.5 SV i DTEC,Honda,2015,450000,76000,Diesel,Individual,Manual,First Owner
Maruti 800 EX,Maruti,2004,30000,60000,Petrol,Individual,Manual,Third Owner
Mahindra Renault Logan 1.6 Petrol GLSX,Mahindra,2009,200000,30000,Petrol,Individual,Manual,Second Owner
Tata Indigo LS,Tata,2010,250000,96000,Diesel,Individual,Manual,Second Owner
Mahindra Marazzo M8 8Str,Mahindra,2018,1300000,10000,Diesel,Individual,Manual,First Owner
Toyota Etios Liva 1.4 VD,Toyota,2017,425000,36000,Diesel,Dealer,Manual,First Owner
Honda Amaze VX O iDTEC,Honda,2017,550000,12997,Diesel,Dealer,Manual,First Owner
Maruti Ciaz 1.4 AT Zeta,Maruti,2017,500000,40000,Petrol,Individual,Automatic,First Owner
Hyundai Verna CRDi 1.6 SX Option,Hyundai,2018,1150000,26430,Diesel,Dealer,Manual,First Owner
Maruti Swift 1.3 VXI ABS,Maruti,2015,475000,24600,Petrol,Dealer,Manual,First Owner
Maruti Wagon R LXI,Maruti,2011,260000,28481,Petrol,Dealer,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,Ford,2013,350000,100000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,Mahindra,2013,750000,41988,Diesel,Dealer,Manual,First Owner
Maruti Wagon R LXI,Maruti,2009,180000,30375,Petrol,Dealer,Manual,First Owner
Renault KWID Climber 1.0 AMT BSIV,Renault,2017,350000,7658,Petrol,Dealer,Automatic,First Owner
Maruti Swift Dzire VDI,Maruti,2017,611000,34400,Diesel,Dealer,Manual,First Owner
Renault KWID RXL BSIV,Renault,2017,325000,18500,Petrol,Dealer,Manual,First Owner
Maruti Alto VXi,Maruti,2015,280000,26134,Petrol,Dealer,Manual,First Owner
Maruti Wagon R AMT VXI,Maruti,2014,300000,28942,Petrol,Dealer,Automatic,First Owner
Mahindra XUV500 W8 2WD,Mahindra,2012,711000,53600,Diesel,Dealer,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2015,851000,53652,Diesel,Dealer,Manual,First Owner
Maruti Ritz VDi,Maruti,2011,260000,52895,Diesel,Dealer,Manual,First Owner
Hyundai Verna SX Diesel,Hyundai,2013,550000,42324,Diesel,Dealer,Manual,Second Owner
Mahindra XUV500 W10 1.99 mHawk,Mahindra,2016,1044999,65000,Diesel,Dealer,Manual,First Owner
Mahindra Scorpio EX,Mahindra,2012,550000,60236,Diesel,Dealer,Manual,First Owner
Maruti Wagon R VXI BS IV,Maruti,2014,210000,70000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,Maruti,2014,210000,70000,Petrol,Individual,Manual,Third Owner
Mahindra Xylo E8,Mahindra,2009,290000,100000,Diesel,Individual,Manual,Second Owner
Fiat 500 Lounge,Fiat,2008,250999,110000,Diesel,Individual,Manual,First Owner
Renault Triber RXT BSIV,Renault,2019,600000,10300,Petrol,Individual,Manual,First Owner
Fiat Grande Punto EVO 1.3 Active,Fiat,2014,270000,120000,Diesel,Individual,Manual,Second Owner
Tata New Safari 4X4 EX,Tata,2012,550000,142000,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,800000,25000,Diesel,Individual,Manual,First Owner
Tata Altroz XE,Tata,2020,500000,5000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2016,396000,28643,Petrol,Dealer,Manual,First Owner
Honda City i DTEC VX,Honda,2014,600000,50000,Diesel,Individual,Manual,First Owner
Maruti Wagon R ZXI 1.2,Maruti,2019,575000,30000,Petrol,Dealer,Manual,First Owner
Hyundai Santro Sportz BSIV,Hyundai,2020,520000,5000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 AT W10 FWD,Mahindra,2018,1400000,30000,Diesel,Individual,Automatic,First Owner
Maruti Baleno Delta Automatic,Maruti,2018,600000,7600,Petrol,Individual,Automatic,First Owner
Chevrolet Beat Diesel LS,Chevrolet,2013,195000,47253,Diesel,Dealer,Manual,First Owner
Maruti Alto K10 VXI AGS,Maruti,2015,281000,4432,Petrol,Dealer,Automatic,Second Owner
Tata Indica GLS BS IV,Tata,2010,75000,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,Hyundai,2014,400000,25000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,Tata,2009,93000,70000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Active S Petrol,Hyundai,2016,560000,68523,Petrol,Dealer,Manual,First Owner
Hyundai EON 1.0 Era Plus,Hyundai,2019,400000,5000,Petrol,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XT,Tata,2018,459999,40000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 CRDi E,Hyundai,2017,450000,43000,Diesel,Individual,Manual,First Owner
Maruti Alto Green LXi (CNG),Maruti,2010,88000,80251,CNG,Dealer,Manual,Second Owner
Hyundai i20 1.2 Era,Hyundai,2010,250000,34500,Petrol,Individual,Manual,Second Owner
Ford Ikon 1.4 ZXi,Ford,2000,22000,42743,Petrol,Dealer,Manual,Third Owner
Chevrolet Beat Diesel LS,Chevrolet,2013,130000,93900,Diesel,Individual,Manual,Second Owner
Maruti Zen VXi - BS III,Maruti,2004,79000,80000,Petrol,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,Chevrolet,2012,120000,110000,Diesel,Individual,Manual,First Owner
BMW 7 Series 730Ld,BMW,2011,1700000,100000,Diesel,Individual,Automatic,Second Owner
Chevrolet Optra Magnum 2.0 LT,Chevrolet,2012,300000,25000,Diesel,Individual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LT,Chevrolet,2012,300000,25000,Diesel,Individual,Manual,First Owner
Maruti A-Star Lxi,Maruti,2009,145000,25000,Petrol,Individual,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,Ford,2019,3200000,20000,Diesel,Individual,Automatic,First Owner
Chevrolet Spark 1.0 LT,Chevrolet,2013,240000,10000,Petrol,Individual,Manual,First Owner
Honda WR-V i-DTEC VX,Honda,2018,700000,30000,Diesel,Individual,Manual,First Owner
Hyundai Accent GLX,Hyundai,2010,145000,110000,Petrol,Individual,Manual,Second Owner
Maruti Ertiga VDI Limited Edition,Maruti,2014,535000,80000,Diesel,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2 Plus,Mahindra,2016,420000,21000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,Maruti,2016,350000,20000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2015,550000,32000,Diesel,Individual,Manual,First Owner
Mitsubishi Montero 3.2 MT,Mitsubishi,2007,750000,180000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,Tata,2012,198000,70000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,2013,420000,50000,Diesel,Individual,Manual,First Owner
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,2013,420000,50000,Diesel,Individual,Manual,First Owner
Ford Endeavour 4x2 XLT,Ford,2004,195000,120000,Diesel,Individual,Manual,First Owner
Hyundai EON Sportz,Hyundai,2012,150000,55766,Petrol,Individual,Manual,Second Owner
Nissan Micra XL,Nissan,2011,275000,40000,Petrol,Individual,Manual,Second Owner
Maruti 800 Std,Maruti,2001,65000,60000,Petrol,Individual,Manual,Third Owner
Maruti Swift LXi BSIV,Maruti,2008,200000,50000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDi,Maruti,2010,250000,110000,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Maruti Ignis 1.3 Delta,Maruti,2018,590000,26350,Diesel,Dealer,Manual,First Owner
Maruti SX4 Vxi BSIV,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
Tata Indigo CS LX (TDI) BS-III,Tata,2015,225000,68745,Diesel,Dealer,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2006,165000,132000,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus SLX,Mahindra,2019,860000,35000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2016,900000,47000,Diesel,Individual,Manual,First Owner
Tata Indigo TDI,Tata,2013,182000,100000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,Tata,2010,100000,80000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2006,100000,40000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI AGS,Maruti,2017,375000,27289,Petrol,Dealer,Automatic,First Owner
Tata Tiago XZA AMT,Tata,2018,525000,10980,Petrol,Dealer,Automatic,First Owner
Hyundai EON Era Plus,Hyundai,2016,320000,24662,Petrol,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Maruti,2013,525000,37000,Diesel,Dealer,Manual,First Owner
Nissan Evalia XV,Nissan,2014,650000,28245,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Sportz Option,Hyundai,2017,575000,27005,Diesel,Dealer,Manual,First Owner
Hyundai i10 Magna,Hyundai,2014,355000,39227,Petrol,Dealer,Manual,First Owner
Mahindra KUV 100 D75 K4 Plus 5Str,Mahindra,2016,470000,31367,Diesel,Dealer,Manual,First Owner
Maruti Wagon R LXI,Maruti,2008,221000,35008,Petrol,Dealer,Manual,First Owner
Hyundai Santro Xing GLS,Hyundai,2009,195000,27005,Petrol,Dealer,Manual,First Owner
Maruti Zen VX,Maruti,2001,85000,86000,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI,Maruti,2013,400000,50000,Diesel,Individual,Manual,First Owner
Maruti Baleno Delta 1.3,Maruti,2017,650000,20000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2,Hyundai,2010,400000,50000,Petrol,Individual,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,Tata,2012,295000,80000,Diesel,Individual,Manual,Second Owner
Maruti Omni LPG STD BSIV,Maruti,2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner
Maruti Zen D PS,Maruti,2003,110000,120000,Diesel,Individual,Manual,Third Owner
Fiat Linea 1.3 Multijet Emotion,Fiat,2015,550000,113600,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing GLS,Hyundai,2008,190000,70000,Petrol,Individual,Manual,Third Owner
Ford Aspire Titanium Plus Diesel BSIV,Ford,2018,861999,20000,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium Plus BSIV,Ford,2018,782000,14000,Petrol,Dealer,Manual,First Owner
Ford Freestyle Titanium Plus Diesel BSIV,Ford,2018,836000,26000,Diesel,Dealer,Manual,First Owner
Honda City i VTEC V,Honda,2016,696000,138925,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,Honda,2016,596000,121764,Diesel,Dealer,Manual,First Owner
Honda Jazz 1.2 VX i VTEC,Honda,2016,612000,105429,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2015,114999,35000,Petrol,Individual,Manual,First Owner
